FID,LOCATIONID,NUMSPACES,x,y
488,BF23300,0,-122.661730802896,45.5401977061454
489,BF27452,4,-122.686173860267,45.5253247335465
490,BF24855,0,-122.661362239406,45.539614759341
491,BF29665,4,-122.698731264097,45.5291283150084
492,BF23301,0,-122.661723162725,45.5412534727817
493,BF24901,0,-122.609707037258,45.5399798934807
494,BF27453,2,-122.686194330178,45.525838307551
495,BF24920,32,-122.545157741813,45.5393055698691
496,BF23303,4,-122.661714993445,45.5432975662061
497,BF29666,0,-122.700741532904,45.5290938217949
498,BF25,2,-122.670520128045,45.5232510291068
499,BF23307,0,-122.661725433666,45.5457638691708
500,BF27461,2,-122.686460009618,45.5327689050118
501,BF25029,4,-122.64878491813,45.524804348954
502,BF23309,4,-122.66171584415,45.5471281987934
503,BF29835,0,-122.680843905955,45.5300303776244
504,BF27479,12,-122.687530572366,45.530575535809
505,BF25032,0,-122.646067266461,45.5258029010227
506,BF23311,2,-122.661704599938,45.5487252335491
507,BF23313,0,-122.661684192909,45.5516274166259
508,BF25043,2,-122.636805833511,45.5293966541313
509,BF25044,2,-122.634743153397,45.5302094029456
510,BF29836,0,-122.681849897801,45.5300118100777
511,BF27491,0,-122.687119766499,45.5232522507284
512,BF23320,2,-122.661584665864,45.5615207560851
513,BF25046,4,-122.630421950554,45.5318886544027
514,BF25048,4,-122.627366036468,45.5331455305982
515,BF23322,0,-122.661562129829,45.5635629861112
516,BF27515,6,-122.688411776541,45.5260437926069
517,BF25055,0,-122.622084561537,45.5352854265964
518,BF23357,4,-122.661591134632,45.5249697225085
519,BF27541,8,-122.688243964059,45.5262750107785
520,BF25056,0,-122.621250747087,45.5356316632338
521,BF23361,4,-122.661579366702,45.526857065647
522,BF25057,0,-122.620379416295,45.5359949273542
523,BF29837,0,-122.682722889577,45.5300015581211
524,BF27542,6,-122.688258470055,45.5267000288292
525,BF23363,0,-122.661579357719,45.5284003993124
526,BF25059,2,-122.6186628355,45.5367874279727
527,BF29838,0,-122.68405357838,45.5299987948563
528,BF23374,6,-122.661517205979,45.5362465710251
529,BF25060,0,-122.61736103472,45.5373750269651
530,BF29839,0,-122.684906128094,45.5299646457756
531,BF23378,0,-122.661486601276,45.5389335006911
532,BF25068,0,-122.611336483267,45.5397547618314
533,BF29844,0,-122.688171266997,45.5299233987684
534,BF27546,0,-122.688377386337,45.5297932493606
535,BF23379,4,-122.661481686593,45.5399416770801
536,BF25070,8,-122.608642653122,45.5407140549462
537,BF29847,8,-122.69110082675,45.5298649742668
538,BF23380,2,-122.661458003409,45.5411112196798
539,BF25084,2,-122.593730980529,45.5465589605823
540,BF29848,4,-122.693505128082,45.5298184750158
541,BF27547,0,-122.688385062441,45.5301229087964
542,BF23381,0,-122.661473227158,45.5413564908221
543,BF25091,4,-122.588345458229,45.5486627520576
544,BF29850,0,-122.698467139641,45.529733747983
545,BF23382,2,-122.661461037918,45.5423045543403
546,BF25092,2,-122.587564103595,45.5489651940403
547,BF27549,4,-122.688433738553,45.5315661124549
548,BF29859,0,-122.681049959718,45.5301692208935
549,BF25146,6,-122.648245080052,45.5247819544304
550,BF23384,2,-122.661484105756,45.5444866945881
551,BF29860,0,-122.682687230053,45.5301391158007
552,BF25150,0,-122.645171511375,45.5259337953707
553,BF23385,2,-122.66147073613,45.5451495838639
554,BF29861,0,-122.683693571344,45.5301213626049
555,BF27558,8,-122.688592327133,45.5355479693607
556,BF25153,4,-122.641660411951,45.5272909579199
557,BF23391,2,-122.661467383617,45.5490745133693
558,BF29862,0,-122.684716191005,45.5301008713157
559,BF25154,10,-122.640737384912,45.5276675994215
560,BF23393,4,-122.661396203809,45.5510036574843
561,BF29871,0,-122.69371286439,45.5299405950939
562,BF27566,0,-122.68941782498,45.5260487443026
563,BF25155,4,-122.638873929568,45.5283896989862
564,BF23394,6,-122.661423779393,45.5523286926456
565,BF29876,2,-122.703888475974,45.5297548850726
566,BF25156,4,-122.638088038442,45.5286953997625
567,BF23398,6,-122.661418143363,45.5566355590269
568,BF29983,4,-122.688991340816,45.530623593827
569,BF25157,2,-122.6368796364,45.5291568247087
570,BF23413,6,-122.661242206518,45.5715634219067
571,BF27606,8,-122.690383627997,45.5244225457454
572,BF29984,4,-122.689757995419,45.530612237569
573,BF25160,8,-122.633349471132,45.5305342168807
574,BF23692,0,-122.661222863095,45.5454675873797
575,BF29989,0,-122.698787035103,45.5304548160363
576,BF25163,4,-122.626633933766,45.5332296534304
577,BF27611,0,-122.690515487206,45.5282952719653
578,BF23879,12,-122.657936510477,45.5314440758255
579,BF29993,2,-122.684178282508,45.5308231806621
580,BF25164,0,-122.625446785864,45.5337049742661
581,BF29994,4,-122.684869862208,45.5308302696442
582,BF23949,0,-122.659906160162,45.5286884735043
583,BF27613,16,-122.690544290787,45.5295678893936
584,BF25168,0,-122.623854870569,45.5343477224198
585,BF30000,0,-122.688666321363,45.5307435511627
586,BF23984,4,-122.579511302656,45.5284375115493
587,BF25171,0,-122.621632074738,45.5352974463911
588,BF24019,4,-122.657537560575,45.5285902824065
589,BF3015,0,-122.675669117642,45.5507876807905
590,BF25172,6,-122.620701065269,45.5356835533977
591,BF24104,4,-122.637681973882,45.5293067875204
592,BF27630,0,-122.69019392447,45.5240231591601
593,BF3026,20,-122.666917858603,45.5508326403562
594,BF25174,4,-122.619738397373,45.5360850179829
595,BF24396,2,-122.588583783969,45.5555084992431
596,BF30270,6,-122.673191353882,45.5282689619357
597,BF25177,0,-122.616733792361,45.5374373353832
598,BF24602,12,-122.666590181035,45.5458600384767
599,BF27644,6,-122.690562176244,45.5340971525722
600,BF30271,12,-122.67884978167,45.5324159024051
601,BF25180,0,-122.614087591791,45.5386242130921
602,BF24773,18,-122.620179133309,45.528851076095
603,BF30318,4,-122.684707590535,45.5314155119074
604,BF27654,2,-122.671474192776,45.5236604294618
605,BF25186,0,-122.608986872268,45.5403498957792
606,BF24796,4,-122.662920844272,45.5409947002705
607,BF30335,2,-122.683678717701,45.5315554637031
608,BF25188,0,-122.604751171973,45.5420511232624
609,BF24820,0,-122.666141490517,45.5408783177811
610,BF30342,2,-122.688235568405,45.531472328862
611,BF27655,0,-122.67148931771,45.5241264504441
612,BF25190,4,-122.602693687714,45.5428561059601
613,BF24821,26,-122.663667910212,45.5408732264546
614,BF30345,0,-122.691616766049,45.5314030992378
615,BF25191,2,-122.601716297329,45.5432255545499
616,BF30349,0,-122.70027882777,45.5312650682786
617,BF27659,0,-122.67126794857,45.5235986363415
618,BF25201,4,-122.593517348578,45.5464337014323
619,BF3040,0,-122.675697939189,45.5509039968441
620,BF25202,4,-122.592559635789,45.5468090515058
621,BF30410,4,-122.688900637024,45.5320381209809
622,BF27660,10,-122.671286316422,45.5241359312376
623,BF25203,2,-122.591783515638,45.5471137525324
624,BF30421,8,-122.68499710228,45.5322392388614
625,BF25205,4,-122.589502005022,45.5480084071317
626,BF30430,2,-122.689903989619,45.53215304737
627,BF27693,0,-122.690434758306,45.5304923013491
628,BF25207,6,-122.58854045463,45.5483767687546
629,BF30432,0,-122.693308441052,45.5320823737599
630,BF27699,0,-122.692458968967,45.530297619352
631,BF25208,4,-122.587444851343,45.5488039914582
632,BF30435,2,-122.698943232368,45.5319816355991
633,BF25212,2,-122.583509868377,45.5503646967677
634,BF30446,4,-122.679177735021,45.5235407370916
635,BF27711,0,-122.693393468391,45.5237986351671
636,BF25216,4,-122.580118906945,45.5517214169701
637,BF30447,8,-122.679194158021,45.5240401791781
638,BF25236,2,-122.554323880579,45.5587168237963
639,BF27715,0,-122.694407265698,45.5237018805727
640,BF30448,6,-122.679214637812,45.5246300511901
641,BF25293,4,-122.66141018429,45.5358415209448
642,BF27716,0,-122.694436247145,45.5245769172768
643,BF25342,2,-122.664190779115,45.5357352767657
644,BF30449,2,-122.67924736254,45.5255157365709
645,BF27718,0,-122.694488431179,45.5258697176964
646,BF25585,0,-122.639735949322,45.5035052515896
647,BF30450,4,-122.679275786134,45.5260359849375
648,BF25729,46,-122.587821081055,45.5441845506302
649,BF30451,0,-122.679295838328,45.5267714933577
650,BF27719,0,-122.694508672917,45.5265858905596
651,BF25749,18,-122.666556372041,45.5546231383745
652,BF30454,12,-122.679051727437,45.523855894711
653,BF26018,10,-122.58761797197,45.5436881041113
654,BF30607,8,-122.68593932991,45.5328218235279
655,BF27720,2,-122.69453647308,45.5272824877366
656,BF26029,4,-122.661839366095,45.5438769044193
657,BF30626,4,-122.686395727075,45.5329295375207
658,BF26124,12,-122.661941557543,45.5605367162362
659,BF30636,8,-122.696386198573,45.5327448913977
660,BF27721,12,-122.694551603404,45.5283229255823
661,BF26469,2,-122.623387761892,45.5378361472648
662,BF30715,1,-122.68932741314,45.5334650757467
663,BF26470,2,-122.622083831206,45.5378421141032
664,BF30738,6,-122.691287310715,45.5335509612936
665,BF27722,2,-122.694605063045,45.528973614879
666,BF26674,2,-122.629818555771,45.5324661738963
667,BF30769,2,-122.688777040519,45.5341952340048
668,BF26712,0,-122.662210407138,45.5321657216537
669,BF27723,0,-122.694624812507,45.5294889283297
670,BF30770,2,-122.690297317864,45.5341625737732
671,BF26802,2,-122.659306019077,45.5344228331886
672,BF30775,6,-122.698948831567,45.5340104775125
673,BF26806,0,-122.654341486846,45.5344146245898
674,BF27726,0,-122.694710226121,45.5318257634147
675,BF30784,6,-122.686205936411,45.5343546964336
676,BF26811,0,-122.648368694523,45.5343635349235
677,BF30796,2,-122.699295776201,45.5341209705395
678,BF2683,4,-122.68700309331,45.5811761696736
679,BF27743,6,-122.69424616453,45.5242205106194
680,BF30965,16,-122.68633957159,45.5349034044454
681,BF2684,6,-122.687007766346,45.5821572419374
682,BF30999,4,-122.699049001806,45.5348341362557
683,BF27744,24,-122.694330342062,45.525440616424
684,BF2685,6,-122.686988961014,45.5825808460851
685,BF31320,4,-122.687243556141,45.5356091459144
686,BF26855,4,-122.65296806249,45.5342513603761
687,BF31321,2,-122.688239331447,45.5356298579473
688,BF26856,0,-122.650808506258,45.5342536835832
689,BF27746,0,-122.694346145224,45.5266509674385
690,BF31333,0,-122.699027817735,45.5354314327594
691,BF26857,2,-122.649654875398,45.5342367755165
692,BF27747,0,-122.694375987258,45.527443320309
693,BF26859,4,-122.64864849009,45.5342608231025
694,BF31350,12,-122.686858699009,45.5357502821966
695,BF2686,4,-122.687010296002,45.5833812604018
696,BF31353,0,-122.690257191019,45.5357457321794
697,BF27748,0,-122.694403205313,45.5281103979165
698,BF26968,10,-122.662359134912,45.5577175063217
699,BF31364,2,-122.699537943137,45.535536529779
700,BF2709,2,-122.687240035644,45.570072166719
701,BF31365,12,-122.700677510872,45.5354979233755
702,BF27749,0,-122.694435096404,45.5289187324289
703,BF2719,4,-122.686775993816,45.5820039646528
704,BF31405,12,-122.691328287367,45.5232054753784
705,BF27194,18,-122.68120606266,45.5232072193847
706,BF31458,2,-122.703630778963,45.5367636633605
707,BF27750,0,-122.694450386628,45.5294963799612
708,BF27196,2,-122.681252316016,45.5245217806797
709,BF31480,8,-122.705920044735,45.5368505978222
710,BF27197,0,-122.68127020327,45.5252889314602
711,BF31539,0,-122.698965281517,45.52402017784
712,BF27751,0,-122.694487056756,45.5303752048944
713,BF27198,2,-122.681305743317,45.5262983594217
714,BF31542,0,-122.699668255447,45.5246449311942
715,BF27199,2,-122.681334943056,45.5267508730925
716,BF27752,0,-122.694502477236,45.5308196144602
717,BF31546,0,-122.699223325277,45.5244248511069
718,BF2720,24,-122.68679527256,45.5826867477229
719,BF32068,4,-122.655547520031,45.5227710638215
720,BF27201,6,-122.681404858934,45.5297298960075
721,BF27753,0,-122.694532075827,45.531494274559
722,BF32075,16,-122.655610578171,45.5173718400478
723,BF27202,4,-122.681036115781,45.5233669370254
724,BF32084,12,-122.655646974313,45.5105426170575
725,BF27203,4,-122.681049825869,45.5238843240066
726,BF27754,0,-122.694561338447,45.5323550609279
727,BF32088,0,-122.655652008471,45.5076658089439
728,BF27205,4,-122.681104342827,45.5254897745319
729,BF32091,2,-122.65566543559,45.5049973728735
730,BF27206,0,-122.681185148084,45.5263967017864
731,BF32108,4,-122.655738636608,45.5195896319422
732,BF27786,2,-122.696775691911,45.532949229237
733,BF27207,2,-122.681165518997,45.5267730534867
734,BF32110,2,-122.655748351887,45.5180259385245
735,BF27208,6,-122.681196676164,45.5276629921107
736,BF27209,2,-122.681219199623,45.5282618468286
737,BF32121,0,-122.655802918253,45.5102748766991
738,BF27805,0,-122.696421048715,45.5277827682214
739,BF2721,0,-122.686767901792,45.5835331734136
740,BF27210,8,-122.681263942012,45.5295168576258
741,BF32202,2,-122.547661022218,45.5044873420872
742,BF27807,2,-122.696490056396,45.5297149953228
743,BF27289,0,-122.682234245588,45.5239383258456
744,BF32332,0,-122.698389548556,45.5354434191731
745,BF27812,4,-122.696610311169,45.5329219749635
746,BF27290,2,-122.682272973757,45.5248393935996
747,BF32487,6,-122.654567987164,45.5180469377608
748,BF27822,4,-122.696786266878,45.5379730955808
749,BF27292,0,-122.682321193525,45.5262128655799
750,BF27298,2,-122.682055636255,45.5235062643678
751,BF32490,2,-122.654587200331,45.5153274204566
752,BF27838,0,-122.698549180081,45.5239025115483
753,BF27300,0,-122.682094914193,45.5245439562886
754,BF32493,4,-122.654595346254,45.5132675758703
755,BF27301,0,-122.682123743825,45.5254429777562
756,BF27839,2,-122.69847888691,45.5241997283012
757,BF27302,0,-122.68214357144,45.525968116193
758,BF32495,4,-122.654631835821,45.5116428535892
759,BF27840,2,-122.698514428754,45.525009626952
760,BF27303,2,-122.682173018215,45.5267545232544
761,BF32496,2,-122.654625126304,45.5108941075985
762,BF27312,0,-122.683228546759,45.5235290105902
763,BF32497,4,-122.654620059806,45.5106441874351
764,BF27841,2,-122.698530866127,45.5256327776898
765,BF32504,2,-122.654661681448,45.504958440792
766,BF32538,4,-122.654721814673,45.5211540101213
767,BF27842,4,-122.698575806146,45.5265653853956
768,BF32540,12,-122.654728809854,45.5198408958369
769,BF27843,4,-122.698597963092,45.5272371141152
770,BF32541,6,-122.654738902426,45.5191239711752
771,BF32552,2,-122.654784414672,45.5103515908996
772,BF27844,2,-122.698625392251,45.5279992612391
773,BF32554,0,-122.654773140815,45.5087554215726
774,BF33288,4,-122.65290829937,45.4690209374245
775,BF32556,6,-122.654810214287,45.5073227500273
776,BF27845,0,-122.698646588,45.5286353849593
777,BF33292,4,-122.652910440056,45.4661631095886
778,BF32557,4,-122.654817970341,45.5066529542728
779,BF27846,0,-122.698672684059,45.5292803489554
780,BF33293,2,-122.652900311551,45.4656007887158
781,BF27847,0,-122.698701397809,45.5301389911992
782,BF33294,0,-122.652913838383,45.4645146044544
783,BF27848,0,-122.698710408809,45.5307251676053
784,BF32560,2,-122.654830532382,45.5047165195906
785,BF33295,6,-122.652917732579,45.463885716551
786,BF27849,0,-122.698750815031,45.5313445428643
787,BF27850,0,-122.698783325061,45.5323085152814
788,BF32858,2,-122.653535672883,45.5208706764095
789,BF33296,0,-122.652893536457,45.4630982351106
790,BF27854,18,-122.698862472027,45.5349683496275
791,BF32862,4,-122.653562293559,45.5169607523321
792,BF33297,2,-122.652908937174,45.4625299422341
793,BF27861,0,-122.698318181,45.524136810464
794,BF32868,0,-122.653551177805,45.5125023095568
795,BF33309,0,-122.652719316293,45.5169481167954
796,BF27862,0,-122.698351371953,45.5250382904149
797,BF32871,2,-122.653604505394,45.5103088570594
798,BF33334,8,-122.653073520212,45.4688195375297
799,BF27863,0,-122.698379779378,45.5257767156971
800,BF32891,0,-122.653708870765,45.5194615180865
801,BF33336,2,-122.653084013433,45.4676177764743
802,BF27864,0,-122.698401918358,45.5265199853928
803,BF32902,2,-122.653764838502,45.5111273451882
804,BF33337,6,-122.653078546286,45.4669959534321
805,BF27865,0,-122.698431562762,45.5272812070453
806,BF3292,16,-122.668647992281,45.5402104969033
807,BF33338,6,-122.653079601807,45.4662613699147
808,BF27866,0,-122.698449017926,45.5277522345382
809,BF33259,6,-122.652506700336,45.5227475872083
810,BF27867,24,-122.698504944341,45.5288515581502
811,BF33340,0,-122.653084102367,45.464710907021
812,BF27868,4,-122.698514144886,45.5295271537222
813,BF33260,6,-122.652506859338,45.522030921759
814,BF33342,0,-122.653080129118,45.463314842747
815,BF33343,12,-122.65308891015,45.4625704422442
816,BF33352,4,-122.652689310765,45.501022139814
817,BF33647,0,-122.651502506019,45.5225714364563
818,BF33653,2,-122.651531279058,45.5166731367505
819,BF33664,2,-122.651054368864,45.5000257666237
820,BF33671,0,-122.651280780248,45.4950251326576
821,BF33688,0,-122.651709186807,45.5226152945067
822,BF33693,0,-122.651699856006,45.5168496804914
823,BF3377,4,-122.668248066808,45.5482057631357
824,BF3379,12,-122.672437148133,45.5481051438198
825,BF34017,24,-122.650496915721,45.4622244188729
826,BF34022,2,-122.650666903024,45.5215922048758
827,BF34037,2,-122.650799176356,45.5024534291686
828,BF34125,8,-122.497110250202,45.5184672966132
829,BF34359,2,-122.649629457567,45.5226588472717
830,BF34387,0,-122.649761947393,45.5033697083552
831,BF34402,6,-122.649497851683,45.4860496493473
832,BF34594,4,-122.648470686546,45.5226850806229
833,BF34617,0,-122.64826635126,45.4928755163622
834,BF34640,0,-122.646950380454,45.4638760221057
835,BF34641,0,-122.646944178485,45.4629843106079
836,BF34642,0,-122.646952234577,45.4625543002087
837,BF34644,6,-122.646964567547,45.4609184989577
838,BF34646,2,-122.646951490771,45.4596275285275
839,BF34664,12,-122.648659468401,45.5123420536978
840,BF34700,0,-122.647120347994,45.4651934647463
841,BF34701,0,-122.647117701557,45.4648808509703
842,BF34703,2,-122.647117696167,45.4630885134377
843,BF34704,4,-122.647121234631,45.4627610911774
844,BF34817,12,-122.647463429872,45.522721220457
845,BF34819,6,-122.647446300796,45.5212766745588
846,BF3483,0,-122.689898247588,45.5625149329048
847,BF34855,4,-122.647616567475,45.5220586697173
848,BF34866,2,-122.647661101455,45.512715668578
849,BF35100,0,-122.64546402529,45.512766971162
850,BF35101,6,-122.645039384468,45.5117188829106
851,BF35132,0,-122.645578616184,45.5225460992968
852,BF35139,2,-122.645631120017,45.5173475630473
853,BF35144,4,-122.645649831925,45.513246922958
854,BF35145,12,-122.645617209605,45.5123779219368
855,BF35200,12,-122.644560971392,45.5032699922472
856,BF35239,0,-122.644689053186,45.5035321115061
857,BF35243,4,-122.644705136622,45.5008032857725
858,BF35268,4,-122.643379131635,45.5227393718704
859,BF35311,18,-122.643655382449,45.5046748083257
860,BF35352,4,-122.642499510292,45.5031040606759
861,BF35375,0,-122.642591210316,45.5125236753335
862,BF35409,2,-122.641358364217,45.5227258262843
863,BF35412,4,-122.641406544459,45.519671944703
864,BF35481,0,-122.640336205391,45.5035237624063
865,BF35509,0,-122.640500126371,45.5035038211422
866,BF35538,0,-122.639067736599,45.5163187163097
867,BF35550,24,-122.639593379499,45.5044907437474
868,BF35551,2,-122.63956429744,45.5032920049805
869,BF35560,2,-122.639509720295,45.4930765658046
870,BF35583,4,-122.639649039114,45.5050162829839
871,BF35670,10,-122.63717966023,45.5225554135695
872,BF35673,24,-122.637244196997,45.5205526414096
873,BF35718,16,-122.637352622753,45.5225405386771
874,BF35719,20,-122.637340699414,45.5219435445846
875,BF35740,32,-122.637767847434,45.4988238512756
876,BF35745,0,-122.637692331458,45.4931813389355
877,BF35747,2,-122.637683562104,45.4898558376724
878,BF35782,20,-122.636797756758,45.5062402055237
879,BF35810,0,-122.636011629375,45.5168863049726
880,BF35922,8,-122.663863382719,45.5188199537142
881,BF35952,2,-122.634689537449,45.5166178306383
882,BF35958,4,-122.63469437308,45.5114144659914
883,BF35992,6,-122.63486560455,45.5162932315597
884,BF36088,6,-122.633635554007,45.5045710374748
885,BF36129,0,-122.632255522542,45.516569115466
886,BF36195,6,-122.632805281615,45.490843031624
887,BF36236,0,-122.630864369035,45.516678576466
888,BF36237,0,-122.630860455076,45.5163402751391
889,BF36255,8,-122.63166864598,45.4945728077791
890,BF3626,0,-122.695736532468,45.5624086359858
891,BF3628,4,-122.695681428012,45.5657068612817
892,BF36301,4,-122.630458114033,45.5046346571432
893,BF36310,4,-122.630590414315,45.50464503901
894,BF3633,2,-122.695605841069,45.5738542261683
895,BF36334,0,-122.629488868672,45.5166610135225
896,BF36380,0,-122.629633414788,45.5169143412376
897,BF36381,0,-122.629637398816,45.5163349537283
898,BF3645,4,-122.695494810198,45.5629696243381
899,BF3653,2,-122.695385852639,45.5768746201458
900,BF36943,4,-122.662688323446,45.5175125569372
901,BF36953,0,-122.66272196176,45.5124496382023
902,BF36963,4,-122.662830754029,45.5225927348422
903,BF37290,0,-122.619607822755,45.4790660555971
904,BF37358,6,-122.618122161989,45.4738059907762
905,BF37365,4,-122.617878919769,45.5188244100573
906,BF38437,8,-122.607142772025,45.5166521892459
907,BF38682,2,-122.601953019576,45.5174061856061
908,BF38739,6,-122.602255838065,45.5188441060824
909,BF38802,8,-122.601145473661,45.5193965789164
910,BF38803,2,-122.601269431289,45.5168681038327
911,BF39502,4,-122.592301394399,45.5171382846595
912,BF39540,18,-122.659635484293,45.5227497629855
913,BF39544,0,-122.659635850805,45.5196811316798
914,BF39547,8,-122.659650328054,45.5175081716171
915,BF39548,0,-122.659635796906,45.5168164380183
916,BF39553,2,-122.65967594621,45.5131808000987
917,BF39557,4,-122.6596919479,45.5106605278435
918,BF39574,2,-122.659792333734,45.5208859394562
919,BF39576,2,-122.659798699197,45.5195577323792
920,BF39578,2,-122.659807053529,45.5180718105349
921,BF39581,6,-122.659822869268,45.5164026836546
922,BF39585,4,-122.659839985767,45.5131855665975
923,BF39593,6,-122.65988162268,45.5078251092404
924,BF40276,0,-122.583187608549,45.519057034452
925,BF40356,6,-122.582370311422,45.5192748274476
926,BF40397,2,-122.658605047491,45.5201656362095
927,BF40402,0,-122.658556456719,45.5170473447712
928,BF40404,6,-122.658560411103,45.5155680018781
929,BF40406,2,-122.658576382251,45.5140829409262
930,BF40407,0,-122.658581266391,45.5133935106933
931,BF40408,0,-122.658587141373,45.5124042211429
932,BF40409,0,-122.658591704814,45.5120853740732
933,BF40410,2,-122.658592972337,45.511329780486
934,BF40412,2,-122.658608266155,45.5098586801471
935,BF40414,4,-122.658617384055,45.5082956411226
936,BF40442,6,-122.65879558735,45.519227044862
937,BF40444,2,-122.658793709871,45.5178290883985
938,BF40457,2,-122.658865459211,45.5083114565431
939,BF40464,4,-122.658900393794,45.5017900145752
940,BF40492,2,-122.58138494759,45.5193856616157
941,BF40546,4,-122.581551092799,45.5193211830944
942,BF4059,12,-122.681877009854,45.5684459520899
943,BF40608,4,-122.580438826662,45.5194774474414
944,BF40666,4,-122.57858540011,45.49811395976
945,BF40668,2,-122.578596861714,45.4965700478304
946,BF40747,2,-122.579126320658,45.4803079061309
947,BF40865,0,-122.57689276301,45.5040757491298
948,BF41250,6,-122.657605715755,45.5188530206526
949,BF41271,4,-122.657720977691,45.5023826729151
950,BF41289,0,-122.657750003156,45.522571919824
951,BF41290,2,-122.65777022064,45.5220451327787
952,BF41291,2,-122.657757583141,45.5212211621223
953,BF41302,14,-122.657805098629,45.5135059534529
954,BF41312,2,-122.657860088999,45.5064078276792
955,BF41472,10,-122.568518729017,45.4802252429186
956,BF41761,0,-122.656569930385,45.5224897516588
957,BF41770,23,-122.656637040825,45.5159692254474
958,BF41783,0,-122.656666342971,45.5071070090901
959,BF41816,24,-122.65671435433,45.5227129377712
960,BF41818,0,-122.65674410743,45.5213334425914
961,BF41820,0,-122.657408644247,45.5196320603913
962,BF41824,4,-122.656760995758,45.5170831470667
963,BF41836,4,-122.656830316053,45.5082883453282
964,BF41909,2,-122.664411812285,45.5180154313501
965,BF41913,2,-122.659917973907,45.5179950300664
966,BF41914,0,-122.659383846419,45.5179972620472
967,BF41917,2,-122.655793812929,45.5179797794536
968,BF41919,6,-122.654395697479,45.5179799708023
969,BF41988,0,-122.662681907678,45.5178544245351
970,BF41991,2,-122.659055422351,45.517877983758
971,BF41995,4,-122.654784988695,45.5178654749442
972,BF41996,0,-122.654348712894,45.5178573205784
