FID,LOCATIONID,NUMSPACES,x,y
1451,BF59154,0,-122.680463179276,45.5175826364077
1452,BF42844,2,-122.653111849529,45.4954288728172
1453,BF59155,0,-122.680807512508,45.5169457777667
1454,BF42867,0,-122.555801618205,45.4949756116786
1455,BF59156,0,-122.681208939964,45.5162002861168
1456,BF42895,22,-122.650611096085,45.4950038698055
1457,BF59157,2,-122.681517891252,45.5156394704764
1458,BF42948,0,-122.649284724585,45.4737708179737
1459,BF59158,0,-122.68193373577,45.5148736082038
1460,BF42949,0,-122.648472192122,45.4737966230811
1461,BF59159,0,-122.682192049923,45.5143955624871
1462,BF42993,0,-122.649497752868,45.4736520425153
1463,BF59162,0,-122.683321333745,45.5123032255275
1464,BF43178,4,-122.664346167896,45.5059413054939
1465,BF59163,6,-122.683613862032,45.5117678244972
1466,BF43217,4,-122.664350666659,45.5058287645176
1467,BF59165,0,-122.68446337544,45.5101963254446
1468,BF43378,8,-122.55369688346,45.5150676316522
1469,BF59166,0,-122.684734484298,45.5096957859587
1470,BF43488,2,-122.658504536791,45.5115709329645
1471,BF43492,0,-122.654566615436,45.5115821545748
1472,BF59173,0,-122.677670599129,45.522837631714
1473,BF43531,2,-122.658437157755,45.511456311384
1474,BF59174,0,-122.67808912422,45.5223955973287
1475,BF43536,0,-122.653517003197,45.511443721195
1476,BF59175,0,-122.678512890981,45.5216096234074
1477,BF43653,4,-122.646562300166,45.5035207138923
1478,BF59176,0,-122.678888969776,45.5209155535313
1479,BF43658,0,-122.640004577931,45.5034368230266
1480,BF59177,0,-122.679199200264,45.5203400755752
1481,BF43659,0,-122.639446327084,45.5036028159472
1482,BF59178,12,-122.67957112525,45.5196251374231
1483,BF43739,4,-122.655036613993,45.5031247569751
1484,BF59179,0,-122.679858652616,45.5190930217783
1485,BF43749,0,-122.644369523337,45.5033377284528
1486,BF43752,18,-122.640096548348,45.5033234988574
1487,BF59180,0,-122.680200572075,45.5184745124092
1488,BF43753,0,-122.6394923882,45.5034195424182
1489,BF59181,0,-122.680586330217,45.5177879143198
1490,BF43763,2,-122.629447697086,45.503467743258
1491,BF59182,0,-122.681050008227,45.5169242197988
1492,BF43896,24,-122.570391311244,45.4731449486885
1493,BF59183,0,-122.681358136658,45.5163549093306
1494,BF44160,2,-122.655495428524,45.5049225980447
1495,BF59184,0,-122.68175073098,45.5156399652339
1496,BF44161,0,-122.654579470328,45.5049086162758
1497,BF59185,0,-122.682049891529,45.5150830523813
1498,BF44168,4,-122.644332458849,45.5048757426102
1499,BF59186,0,-122.682540001568,45.5141779488919
1500,BF44173,28,-122.633352291842,45.5048460055095
1501,BF59187,0,-122.68277575094,45.5137470374356
1502,BF44174,10,-122.631432332467,45.5048553057134
1503,BF59190,0,-122.683879136332,45.5116990559722
1504,BF44229,4,-122.547660996167,45.5044725171925
1505,BF59192,2,-122.685013250395,45.5096068863113
1506,BF44274,12,-122.655261234136,45.5048040248787
1507,BF5924,0,-122.682108808435,45.554224479539
1508,BF5928,6,-122.681991032115,45.5541331926216
1509,BF44284,0,-122.645475857,45.5047729202834
1510,BF5936,4,-122.687383899938,45.5830466107362
1511,BF44285,0,-122.64375445854,45.5047605961727
1512,BF595,0,-122.675029828875,45.5567378104298
1513,BF44287,0,-122.642040410096,45.5047518059165
1514,BF596,2,-122.675026597635,45.5580455673309
1515,BF44292,0,-122.636381222334,45.5047445379942
1516,BF59945,0,-122.678388378194,45.5128457800688
1517,BF44293,2,-122.634974759738,45.5047487115093
1518,BF59948,0,-122.68130055375,45.5136287579428
1519,BF44294,16,-122.634147714992,45.5047456479515
1520,BF59956,0,-122.691352025348,45.5163211359347
1521,BF44296,0,-122.632326497534,45.5047396555666
1522,BF59961,0,-122.677988649452,45.5128788108597
1523,BF44297,4,-122.631359458436,45.5047373065867
1524,BF59963,6,-122.6798660197,45.5135528451383
1525,BF44298,6,-122.630224707468,45.504736821177
1526,BF59968,2,-122.684243066312,45.5145417752109
1527,BF44560,10,-122.64551815687,45.511943956194
1528,BF59971,0,-122.687559728985,45.5154300145216
1529,BF44817,2,-122.570715286855,45.4685436042048
1530,BF59972,4,-122.690338605333,45.5161812979344
1531,BF44849,30,-122.587325384393,45.4685468782585
1532,BF60022,0,-122.681854373208,45.5092000529252
1533,BF44901,2,-122.587898279576,45.4861612253407
1534,BF60024,0,-122.684137460367,45.5098114762857
1535,BF44914,2,-122.571079029985,45.480673723764
1536,BF60033,4,-122.683934849846,45.5098796289215
1537,BF44915,0,-122.569395848552,45.480135062211
1538,BF44966,2,-122.586803039208,45.4855932789829
1539,BF60083,0,-122.677518518843,45.5133823586879
1540,BF60085,0,-122.679504322034,45.5139123471812
1541,BF44969,4,-122.580300411548,45.4832371122424
1542,BF60108,12,-122.679867528869,45.5141573063853
1543,BF44979,2,-122.573472341328,45.4811962340224
1544,BF55754,0,-122.677333764135,45.5129989438946
1545,BF60110,0,-122.681486424165,45.5145667710229
1546,BF45068,4,-122.631554005679,45.4947186941784
1547,BF60125,0,-122.692079375962,45.5174016618003
1548,BF45303,0,-122.635811397593,45.4934376740399
1549,BF602,6,-122.67505554854,45.5623055609273
1550,BF56,0,-122.657285191472,45.5230083840686
1551,BF5138,16,-122.686817764578,45.5626500638542
1552,BF45310,0,-122.629435946224,45.4934241654804
1553,BF60205,2,-122.675777045732,45.4988158975279
1554,BF45345,18,-122.635835061014,45.4932967634588
1555,BF56167,4,-122.673191386222,45.5227987629522
1556,BF60251,0,-122.676336765324,45.4904932818157
1557,BF5139,4,-122.689702669079,45.5626558362334
1558,BF45494,4,-122.660586491158,45.5211130757599
1559,BF60257,12,-122.676839576643,45.4852312261328
1560,BF45496,4,-122.660606851474,45.5196575744707
1561,BF6036,12,-122.677058054107,45.5625370293807
1562,BF51452,28,-122.62797188994,45.4689368823975
1563,BF56168,6,-122.673182982482,45.5223843419996
1564,BF60407,4,-122.671573074831,45.4978029667429
1565,BF45498,4,-122.660618580777,45.5181747652977
1566,BF5150,20,-122.670987356197,45.5627439394711
1567,BF56169,0,-122.673585128591,45.5217025498449
1568,BF607,2,-122.674980605689,45.5695336794563
1569,BF45503,4,-122.660640834741,45.5147933128059
1570,BF5154,16,-122.675460827972,45.5627338859366
1571,BF56171,0,-122.674195340688,45.5205098366393
1572,BF61400,4,-122.685615493538,45.5073057790942
1573,BF45547,0,-122.660853605208,45.5213588149139
1574,BF5155,0,-122.676232826652,45.562730844404
1575,BF61403,0,-122.682977128074,45.507726204961
1576,BF56173,0,-122.674903842851,45.5192001521517
1577,BF45550,0,-122.660857652118,45.5188394565068
1578,BF5160,4,-122.679673695787,45.5627229267329
1579,BF61404,4,-122.682957707396,45.5085698625846
1580,BF45626,0,-122.655597895755,45.5072839674997
1581,BF56174,0,-122.67531840727,45.5184259983741
1582,BF6147,2,-122.679101454578,45.5625606258639
1583,BF45757,8,-122.653801831126,45.4981552099388
1584,BF5162,4,-122.681525052621,45.5627311840292
1585,BF61549,4,-122.682698920729,45.510190457656
1586,BF45808,4,-122.647195734612,45.4622426332688
1587,BF61550,6,-122.683569547241,45.5104255747635
1588,BF56175,0,-122.6756247229,45.5178731106523
1589,BF5163,4,-122.682562915795,45.5627106970766
1590,BF4586,8,-122.681146820564,45.55294476336
1591,BF61558,6,-122.682927401831,45.5103745659202
1592,BF4589,0,-122.682490259156,45.5548061948181
1593,BF56176,0,-122.675905724904,45.5173665369884
1594,BF61687,8,-122.675275315086,45.5091453450815
1595,BF5167,22,-122.689147812067,45.5627592370667
1596,BF4591,2,-122.682464045418,45.555531628174
1597,BF61697,4,-122.682738423245,45.5109638503371
1598,BF56177,0,-122.676337757064,45.5165595414974
1599,BF4605,0,-122.682354384478,45.5661665366761
1600,BF61709,26,-122.686004105628,45.5120130265813
1601,BF5168,0,-122.689475312667,45.5627750095041
1602,BF46061,0,-122.654847599474,45.5087077068584
1603,BF6176,0,-122.675641869044,45.5486268729797
1604,BF56178,9,-122.676833683695,45.5156753838235
1605,BF4610,2,-122.682315112829,45.5701287031298
1606,BF51773,0,-122.661129703309,45.5144358124593
1607,BF6177,0,-122.675634277382,45.5504006697265
1608,BF46157,6,-122.658497378116,45.5086053082872
1609,BF56181,0,-122.677777104288,45.5139550776559
1610,BF6178,0,-122.675626236562,45.5514243645259
1611,BF51778,10,-122.655932038498,45.5144149906466
1612,BF46160,2,-122.655234891939,45.5085963933527
1613,BF6179,0,-122.675619693233,45.5523154611629
1614,BF56182,0,-122.678292907042,45.5130766672336
1615,BF51787,0,-122.645798551613,45.5143823818771
1616,BF46169,2,-122.64861221522,45.5084751095596
1617,BF6180,22,-122.675584824227,45.5543214533665
1618,BF56183,0,-122.678685384583,45.5124308917407
1619,BF46179,4,-122.637449374004,45.5084042280407
1620,BF61852,0,-122.674727200829,45.4817132900427
1621,BF56200,0,-122.673713823933,45.5218577476804
1622,BF5183,0,-122.68636195581,45.5823298046757
1623,BF4623,2,-122.685553098355,45.5835050119262
1624,BF56202,0,-122.674279037622,45.5208032923693
1625,BF5184,0,-122.688670857855,45.5823371832884
1626,BF6219,22,-122.675483398143,45.5484375142601
1627,BF46276,2,-122.657083516097,45.512305929859
1628,BF6220,2,-122.675438624313,45.5504968015332
1629,BF56203,0,-122.674684802144,45.5200545090125
1630,BF46277,2,-122.65616785704,45.5123038644699
1631,BF6221,12,-122.675440937475,45.5515341703685
1632,BF51855,2,-122.660307104325,45.5143104194309
1633,BF46279,0,-122.654199438047,45.5122934720551
1634,BF6222,0,-122.675429578278,45.5521943798046
1635,BF56204,2,-122.675096847687,45.5192918747085
1636,BF51859,4,-122.656420268364,45.5142898984621
1637,BF46282,0,-122.651496484612,45.512281473154
1638,BF6229,2,-122.67589699328,45.5627889825542
1639,BF56205,2,-122.675430782021,45.5188024600465
1640,BF51869,0,-122.646064527498,45.5142674538013
1641,BF46285,12,-122.64792200635,45.512273323015
1642,BF56206,0,-122.675824781307,45.5179361217273
1643,BF62469,0,-122.684448611628,45.5092535324949
1644,BF52100,4,-122.655350143993,45.5065786135239
1645,BF46288,0,-122.644997558909,45.5122245908622
1646,BF62517,2,-122.682424020082,45.5154569039981
1647,BF46289,0,-122.642726173204,45.5121547678507
1648,BF56207,0,-122.676058922695,45.5174812648669
1649,BF5212,4,-122.687604461493,45.5824475065089
1650,BF62531,0,-122.691846535335,45.5177403067144
1651,BF46292,2,-122.640122231182,45.5121477300227
1652,BF62548,0,-122.682105232242,45.5155054363297
1653,BF56208,0,-122.676552769726,45.5166107612664
1654,BF52149,2,-122.657911701704,45.5064653473035
1655,BF46293,2,-122.63879303987,45.5121520779904
1656,BF62551,4,-122.684435598633,45.5161173425969
1657,BF65494,0,-122.683599459343,45.5180606657509
1658,BF56209,2,-122.677027050551,45.5157194858154
1659,BF46294,2,-122.637529839697,45.5121497639425
1660,BF62644,0,-122.674925176043,45.4942217234948
1661,BF52151,4,-122.656554588058,45.5064610738148
1662,BF65496,0,-122.685949477279,45.5186905937259
1663,BF46344,0,-122.658266199373,45.5121525784442
1664,BF56211,10,-122.6775117698,45.5147946535814
1665,BF522,4,-122.695411492354,45.5664416212813
1666,BF65516,0,-122.679487028566,45.517085904042
1667,BF46347,2,-122.655372545281,45.5121375793078
1668,BF62737,2,-122.695480089506,45.5231379707762
1669,BF56213,4,-122.678607603056,45.5131692325876
1670,BF52291,18,-122.647219415102,45.4649911722857
1671,BF65518,2,-122.681251497651,45.5175553564345
1672,BF65520,0,-122.682597846784,45.5179149266945
1673,BF56673,0,-122.674489259568,45.5221341663497
1674,BF52445,10,-122.660249337262,45.5194180031294
1675,BF65522,0,-122.684864068972,45.51852202372
1676,BF56674,0,-122.674750239023,45.5216327360754
1677,BF52451,0,-122.653919900297,45.5193980209189
1678,BF65913,4,-122.696710739224,45.5230395408953
1679,BF56675,6,-122.67514842895,45.5209658579598
1680,BF52452,24,-122.653341107674,45.5193855294373
1681,BF65946,0,-122.67309715744,45.5198273401116
1682,BF56676,0,-122.67556153181,45.5201480038601
1683,BF52459,4,-122.645336375586,45.5193937068703
1684,BF65947,0,-122.673838146277,45.520027774051
1685,BF56677,2,-122.675854687122,45.5196084169313
1686,BF52465,12,-122.636523180403,45.5193617530659
1687,BF65948,0,-122.674469441834,45.5201957113931
1688,BF56678,6,-122.676252762963,45.5186197420668
1689,BF52467,4,-122.634114322816,45.5193722889422
1690,BF65949,4,-122.6761793733,45.5206533496872
1691,BF56679,8,-122.676638494156,45.5181720008225
1692,BF52477,8,-122.615615281136,45.5193417078933
1693,BF65950,0,-122.676933086772,45.5208561063328
1694,BF56680,0,-122.677014439103,45.5174810023896
1695,BF52485,0,-122.601680018866,45.5193132511253
1696,BF65954,0,-122.680574524558,45.5218292733032
1697,BF56681,2,-122.677304901265,45.5169163869447
1698,BF52501,2,-122.583162468297,45.5192304890616
1699,BF65955,24,-122.681373769141,45.5220605893591
1700,BF56687,0,-122.67946949974,45.5129395273605
1701,BF52502,12,-122.582288312305,45.5192115377788
1702,BF65956,0,-122.682871436789,45.5224440890596
1703,BF56688,0,-122.67988732684,45.5121572682309
1704,BF52503,4,-122.580812750399,45.5192152167539
1705,BF65957,0,-122.683474636638,45.52260593304
1706,BF56719,0,-122.674800734223,45.522006888455
1707,BF52511,0,-122.572738412351,45.519160144768
1708,BF56720,0,-122.674927181082,45.5217640744085
1709,BF52571,2,-122.659185755322,45.5193054935049
1710,BF65960,2,-122.673813631253,45.5201477583893
1711,BF56721,0,-122.675373512625,45.5209277570358
1712,BF52573,0,-122.657493014018,45.5192932518832
1713,BF65962,0,-122.67581047923,45.5206777391839
1714,BF56722,0,-122.675794599711,45.5201549431287
1715,BF52576,4,-122.654313458511,45.5192875014861
1716,BF65963,0,-122.676704646992,45.5209166134469
1717,BF56723,0,-122.676210724503,45.5193796701599
1718,BF52577,2,-122.653456681326,45.5192788563772
1719,BF65967,2,-122.680861556054,45.5220338263989
1720,BF56724,0,-122.676489464549,45.5188718184761
1721,BF52578,18,-122.651371279224,45.5192886375924
1722,BF65968,0,-122.681593474601,45.5222215268639
1723,BF56725,4,-122.676828430347,45.5182199013787
1724,BF52588,0,-122.635050653007,45.5192583151905
1725,BF65969,2,-122.682638356312,45.522500432967
1726,BF56726,0,-122.677204236054,45.5175540547501
1727,BF52600,4,-122.617296694684,45.5192232544798
1728,BF65970,0,-122.683642062844,45.5227684298544
1729,BF52604,0,-122.613199451724,45.5192172340533
1730,BF66162,0,-122.674988759697,45.5165193213696
1731,BF56727,0,-122.677548456098,45.5169308447409
1732,BF52613,4,-122.60168669784,45.5192012007699
1733,BF56728,0,-122.677939613116,45.5161961839499
1734,BF66164,0,-122.67690707785,45.5170315966385
1735,BF52628,10,-122.582373656748,45.5190762935753
1736,BF66166,2,-122.678719710108,45.5175094663787
1737,BF56729,0,-122.678193345861,45.5157423805915
1738,BF52825,4,-122.655275449976,45.5094322625843
1739,BF56730,2,-122.678651018634,45.5149962057611
1740,BF66168,0,-122.680911243669,45.5181032986604
1741,BF66170,0,-122.682127049625,45.5184314511382
1742,BF52957,8,-122.659183314599,45.4642577641241
1743,BF56731,0,-122.678970829654,45.5142932737214
1744,BF66171,0,-122.683143346046,45.5186994239771
1745,BF52961,0,-122.653761587499,45.4642469426062
1746,BF56732,0,-122.679308936663,45.5136635495724
1747,BF66178,4,-122.688179192832,45.5200530311503
1748,BF53100,12,-122.665631177367,45.5151525891287
1749,BF56740,0,-122.682055459287,45.5075590809304
1750,BF66179,0,-122.689331457356,45.5203583102096
1751,BF53106,6,-122.659346727133,45.5151388352504
1752,BF57194,26,-122.675269278407,45.5223059970928
1753,BF66185,0,-122.674934116076,45.5166272988492
1754,BF53108,0,-122.657356462908,45.5151341929223
1755,BF57198,2,-122.676904383802,45.5198099399107
1756,BF66187,4,-122.676683156596,45.5170951997059
1757,BF57200,0,-122.677567908217,45.5186002731872
1758,BF53176,2,-122.66041744529,45.515032205756
1759,BF66188,0,-122.677968936821,45.5174420040388
1760,BF57206,2,-122.679931692835,45.5142421078665
1761,BF53180,4,-122.656328608764,45.5150151376911
1762,BF53332,0,-122.647230227224,45.4635621264433
1763,BF57207,12,-122.680253969732,45.5136471061709
1764,BF66190,2,-122.679596782033,45.5178778912307
1765,BF53540,2,-122.649313652134,45.4772359699579
1766,BF57214,14,-122.682752606745,45.5090374111634
1767,BF66191,0,-122.680967720751,45.5182453172774
1768,BF53595,0,-122.572471076417,45.4789776007747
1769,BF57242,2,-122.680636271157,45.513344994166
1770,BF66192,12,-122.681432514469,45.51834976033
1771,BF53702,2,-122.646854473619,45.4629549647003
1772,BF57243,0,-122.681073239559,45.5125655740381
1773,BF66201,0,-122.688130323583,45.5201589071658
1774,BF53785,2,-122.661059475715,45.5187139933535
1775,BF57246,0,-122.682161427253,45.5105508543209
1776,BF66958,2,-122.67451480496,45.5194444488474
1777,BF53789,2,-122.657001855645,45.5187031117977
1778,BF57254,0,-122.683290876365,45.505416998161
1779,BF66959,0,-122.675356461702,45.5196700256091
1780,BF53807,2,-122.623146098013,45.5186352046237
1781,BF574,2,-122.681814182582,45.5590586170825
1782,BF66960,0,-122.67631670235,45.5199268430996
1783,BF57669,4,-122.678050385272,45.5199370584982
1784,BF54115,0,-122.620999469437,45.4791270416184
1785,BF54117,2,-122.619295875586,45.4791138439322
1786,BF57708,4,-122.677854082721,45.5206714388273
1787,BF66961,4,-122.677280323359,45.5201918914938
1788,BF66962,0,-122.678503572756,45.5205118885096
1789,BF54289,4,-122.631294274882,45.5018863044136
1790,BF57709,12,-122.678186495309,45.5200669040453
1791,BF66963,0,-122.679417180061,45.5207561530751
1792,BF57711,16,-122.67887896973,45.518763514854
1793,BF54352,12,-122.665639714955,45.5158706804229
1794,BF66964,0,-122.680178557062,45.5209603217307
1795,BF57714,4,-122.679937302814,45.5168192812413
1796,BF54397,4,-122.585794028125,45.5163859074427
1797,BF66965,0,-122.68069361152,45.5210909875442
1798,BF57716,4,-122.680685140407,45.5154344786867
1799,BF544,4,-122.674759498856,45.5589513701574
1800,BF66966,2,-122.681785791327,45.5213850809706
1801,BF54430,4,-122.665379823361,45.5157462001634
1802,BF57721,2,-122.682478568481,45.5121182076468
1803,BF66968,0,-122.683699764329,45.5218029312972
1804,BF54431,2,-122.664388607903,45.5157429370354
1805,BF57722,6,-122.682848025794,45.5115799884378
1806,BF66969,0,-122.684777630381,45.5221907642113
1807,BF54434,0,-122.660971341104,45.515752527509
1808,BF57724,2,-122.68344889182,45.5103263256686
1809,BF66976,0,-122.673957147001,45.5194187980872
1810,BF5445,2,-122.684410564383,45.5770484321487
1811,BF57725,6,-122.683973959798,45.5093659709352
1812,BF66977,0,-122.675045860209,45.5197104423807
1813,BF5446,0,-122.686109070176,45.5770473720335
1814,BF58,4,-122.655115146512,45.5229997961757
1815,BF66978,0,-122.676413135598,45.5200790976633
1816,BF54591,0,-122.681033110019,45.5217743624831
1817,BF580,0,-122.675704442992,45.5382374058315
1818,BF66979,0,-122.677470900947,45.5203559599933
1819,BF54592,0,-122.681519274657,45.5208712806374
1820,BF5805,4,-122.681099235905,45.5539944613593
1821,BF66980,2,-122.678185073275,45.5205486301946
1822,BF58140,0,-122.679979470632,45.5222428763628
1823,BF54593,12,-122.681914023139,45.5201773854413
1824,BF66981,2,-122.679132150012,45.5208001554155
1825,BF58142,0,-122.680517979204,45.5207479015703
1826,BF54594,11,-122.682049940936,45.519559077447
1827,BF66982,0,-122.68012872931,45.5210686859527
1828,BF58143,0,-122.680880986613,45.5200855743219
1829,BF54595,0,-122.682512266084,45.519045308275
1830,BF66983,2,-122.680728233489,45.5212291737562
1831,BF58144,0,-122.681219184352,45.5194739113617
1832,BF54598,0,-122.683813591656,45.5166347477782
1833,BF66984,0,-122.681645038797,45.5214751968907
1834,BF58145,16,-122.681637766935,45.5186969748713
1835,BF66985,0,-122.682849277148,45.5217954994166
1836,BF54599,0,-122.684316755114,45.5157122167913
1837,BF58146,0,-122.681906946211,45.518203393218
1838,BF66986,14,-122.683730897242,45.5220144996842
1839,BF5461,4,-122.696025534868,45.5770509472499
1840,BF58160,0,-122.680162006501,45.5227502765621
1841,BF66987,0,-122.685068799517,45.5223914565914
1842,BF5462,2,-122.69674079326,45.5770365369758
1843,BF58162,4,-122.680312070069,45.521392961037
1844,BF67238,4,-122.673261488052,45.5168151457586
1845,BF54631,4,-122.681162816864,45.5222211825882
1846,BF58164,0,-122.681057110308,45.5200215038333
1847,BF54632,2,-122.681347186195,45.5216190630849
1848,BF58165,4,-122.681354933266,45.5195816521752
1849,BF67239,4,-122.674499923469,45.5171521110648
1850,BF54633,2,-122.681617376076,45.5211360306522
1851,BF67240,4,-122.675583426449,45.517440432321
1852,BF58166,6,-122.68176398113,45.518706243833
1853,BF54634,0,-122.682089791101,45.5202337127363
1854,BF67242,12,-122.677520210371,45.5179681512442
1855,BF58167,20,-122.682169088086,45.517913239803
1856,BF54635,6,-122.682454890687,45.5195666185125
1857,BF67243,6,-122.678587894019,45.5182634638405
1858,BF58168,2,-122.682344660215,45.5176258770894
1859,BF54636,0,-122.682658406709,45.5191773758551
1860,BF67246,2,-122.681139550498,45.5189456728075
1861,BF582,4,-122.674878549886,45.540848678981
1862,BF54637,0,-122.683068957455,45.5184330379346
1863,BF67247,6,-122.68183888176,45.519132047309
1864,BF58259,0,-122.673979855513,45.5185303756306
1865,BF54638,0,-122.68337665739,45.5178664203596
1866,BF67249,2,-122.684338532972,45.5198015114012
1867,BF58260,0,-122.67471760233,45.5187360611018
1868,BF54639,0,-122.683877257955,45.5169388746104
1869,BF67257,0,-122.690253110871,45.5213616113319
1870,BF58261,12,-122.675738008543,45.518949572099
1871,BF54641,0,-122.684867879626,45.5151259670307
1872,BF58262,0,-122.676795221427,45.5192919760454
1873,BF67262,10,-122.673212286425,45.5169303946855
1874,BF54642,4,-122.68525489002,45.5144155911669
1875,BF58264,0,-122.678646872909,45.5197886417302
1876,BF67272,2,-122.683044383142,45.5195430845439
1877,BF54644,0,-122.686046688468,45.5124447104897
1878,BF58265,0,-122.679765981513,45.5200865555766
1879,BF67279,2,-122.688010929397,45.5208201497162
1880,BF54647,4,-122.687906183139,45.5095021179318
1881,BF58266,0,-122.680461084405,45.5202722396119
1882,BF67280,4,-122.689245621534,45.5212158915252
1883,BF5465,4,-122.699780232244,45.5770592131293
1884,BF58267,0,-122.68104380536,45.5204282149365
1885,BF67281,0,-122.690270220184,45.5214872932763
1886,BF5466,0,-122.700305452936,45.5770628493362
1887,BF58268,0,-122.68228938418,45.5207618611519
1888,BF67322,2,-122.672802047394,45.5230088938665
1889,BF54669,0,-122.682028720933,45.5227748420064
1890,BF58269,0,-122.683479831595,45.5210795349515
1891,BF67323,4,-122.67383315883,45.5229896977686
1892,BF5467,4,-122.700894963358,45.5770595979397
1893,BF58280,2,-122.674627888481,45.5188362609069
1894,BF67327,2,-122.677903758658,45.5229230834818
1895,BF54670,0,-122.682002010426,45.5221343595724
1896,BF58281,0,-122.675645952786,45.5191079970311
1897,BF67334,0,-122.683823527023,45.5228173586846
1898,BF54671,2,-122.682594122369,45.5210349191623
1899,BF58282,0,-122.676516926946,45.5193410457422
1900,BF67335,1,-122.684306887121,45.5228488838055
1901,BF58283,0,-122.67777066157,45.5196639083001
1902,BF54672,6,-122.682994000231,45.5203461109875
1903,BF54673,0,-122.683190055746,45.5199400022698
1904,BF67356,4,-122.673002537891,45.523248108166
1905,BF54675,2,-122.683851805988,45.5187168597694
1906,BF67359,2,-122.675617643278,45.5231947451126
1907,BF67360,2,-122.676661067023,45.5231704316031
1908,BF67361,4,-122.678103626622,45.5231667988312
1909,BF67364,2,-122.680911506875,45.5230494674727
1910,BF67366,0,-122.682521750497,45.5230198092054
1911,BF67367,0,-122.683449903323,45.5230033660204
1912,BF67368,0,-122.684832087152,45.5229780038802
1913,BF67654,0,-122.690348689821,45.5215653422481
1914,BF68,4,-122.645846660888,45.522973622133
1915,BF68335,0,-122.683353697349,45.5311712489435
1916,BF68336,0,-122.683380932472,45.5318505942282
1917,BF68339,1,-122.683065879827,45.5314304706653
1918,BF68340,2,-122.682787130798,45.5315616829218
1919,BF68341,0,-122.682922002058,45.5307336158742
1920,BF68342,0,-122.682923100698,45.5308486430986
1921,BF68343,8,-122.682516606743,45.5311664285908
1922,BF68344,8,-122.68235807296,45.5311586040122
1923,BF68345,6,-122.682483303501,45.530452256686
1924,BF68348,0,-122.681300888822,45.530490933888
1925,BF68349,2,-122.680982348018,45.5307675788465
1926,BF68350,0,-122.680886733136,45.5308851269454
1927,BF68352,6,-122.681326423434,45.531161249543
1928,BF68353,0,-122.680992226792,45.5314828417039
